battery_power,bluetooth,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1149,1,2.2,0,4.0,0,30,0.2,106.0,6,5,1617,1675,3755.0,17,14,8,1,0,0,3
891,0,0.5,1,9.0,1,25,0.3,196.0,2,19,375,1724,2073.0,7,1,10,1,0,1,1
1911,1,2.0,0,7.0,1,64,0.6,163.0,8,8,1795,1958,3872.0,9,8,11,1,1,0,3
550,1,0.5,0,16.0,1,23,0.1,145.0,2,17,486,1930,302.0,18,5,8,1,0,0,0
576,0,0.8,0,0.0,1,27,0.1,121.0,2,4,757,1518,1519.0,18,6,8,1,0,1,1
1760,0,1.9,0,1.0,1,50,0.8,198.0,1,2,273,1704,2549.0,10,8,4,1,1,0,2
969,0,2.4,0,0.0,0,45,0.3,124.0,7,0,491,589,404.0,18,5,19,1,0,1,0
1160,0,1.1,0,1.0,1,63,0.7,166.0,3,2,762,859,595.0,18,4,15,1,0,1,0
827,0,1.1,1,2.0,1,18,0.9,160.0,2,16,448,821,1663.0,14,0,17,1,1,1,0
1786,0,0.5,0,9.0,1,58,0.7,161.0,7,10,231,1671,2764.0,9,3,7,1,1,1,3
774,1,0.6,1,2.0,1,8,0.4,136.0,1,4,1713,1865,2614.0,7,0,14,1,1,1,2
819,1,2.5,1,0.0,1,11,0.2,83.0,8,1,438,822,1094.0,10,5,15,1,0,0,0
1042,0,2.2,0,15.0,1,11,0.6,139.0,5,16,68,1018,2826.0,18,0,2,1,0,0,2
1368,0,3.0,1,10.0,0,50,0.2,97.0,7,18,698,829,2496.0,13,6,5,0,1,1,2
1592,0,2.1,0,6.0,1,50,0.1,181.0,2,17,510,522,2103.0,19,8,7,1,0,0,1
1067,0,1.8,1,11.0,0,14,0.2,146.0,1,15,965,1009,966.0,5,0,13,0,0,1,0
1892,1,0.7,0,5.0,0,47,0.4,110.0,4,10,1399,1564,2172.0,17,14,3,1,1,1,2
915,0,1.1,0,6.0,0,56,0.6,187.0,8,17,532,1448,905.0,19,10,12,0,1,0,0
774,1,2.8,0,7.0,1,55,0.9,124.0,3,18,8,896,3916.0,8,1,12,1,1,0,3
1848,1,1.4,1,2.0,1,42,0.7,179.0,2,10,154,605,3902.0,11,9,3,1,0,1,3
1501,0,1.1,0,12.0,1,2,0.2,187.0,1,15,198,1056,2487.0,13,12,16,1,1,1,2
1614,0,1.9,0,8.0,1,55,0.3,188.0,3,17,860,1330,3914.0,17,13,13,1,0,0,3
911,1,2.9,0,0.0,0,46,0.1,181.0,5,1,461,670,363.0,9,5,17,0,1,0,0
1520,0,0.5,0,1.0,1,24,0.7,199.0,5,8,109,1909,3233.0,13,3,4,1,0,1,3
1647,0,1.4,1,3.0,1,38,0.3,102.0,6,15,193,1185,2532.0,16,14,15,1,0,1,2
1347,0,0.9,1,8.0,1,53,0.8,108.0,6,15,961,1008,3836.0,15,3,14,1,0,1,3
967,1,1.6,0,4.0,0,25,0.6,92.0,8,9,243,1642,3076.0,7,4,18,0,1,1,2
1442,0,2.2,0,0.0,1,56,0.7,145.0,5,3,1626,1668,1513.0,11,8,7,1,1,0,2
1204,1,2.6,0,0.0,0,10,0.3,199.0,7,3,480,1482,1724.0,11,2,19,1,0,0,1
1320,0,2.1,1,0.0,1,41,0.6,144.0,7,2,123,1229,542.0,11,1,14,1,1,0,0
1800,1,0.7,0,2.0,1,8,0.4,100.0,7,6,400,823,3481.0,10,8,8,1,0,1,3
1567,0,2.1,1,3.0,0,22,0.8,153.0,3,19,190,1326,3991.0,15,2,10,1,0,0,3
1439,0,0.9,0,12.0,1,20,0.8,147.0,1,17,626,932,1790.0,19,12,15,1,0,1,1
1422,0,1.0,0,15.0,0,3,0.1,112.0,1,17,1,926,509.0,19,1,3,1,1,1,0
1591,1,2.2,1,4.0,1,52,1.0,161.0,3,16,548,1641,282.0,10,9,14,1,1,1,0
880,0,1.7,0,2.0,0,6,0.6,198.0,4,19,632,660,3006.0,6,4,3,1,0,0,2
1929,1,0.5,1,0.0,1,19,1.0,163.0,6,2,349,1051,1913.0,12,7,6,1,1,0,1
1642,1,1.6,1,0.0,0,5,0.4,102.0,5,2,1686,1889,1333.0,18,0,2,0,0,1,2
1511,0,2.5,1,3.0,0,21,0.2,114.0,3,18,1455,1982,3746.0,10,0,5,1,0,0,3
1312,0,1.3,0,5.0,1,10,0.6,163.0,2,9,95,893,3941.0,6,2,13,1,1,1,3
1852,0,1.4,0,4.0,1,10,0.7,196.0,1,18,580,1163,3970.0,13,1,11,1,0,1,3
972,1,1.3,0,8.0,0,44,0.7,82.0,7,10,297,589,3925.0,7,6,7,0,1,0,3
691,1,2.7,1,4.0,1,33,0.9,108.0,4,8,951,962,424.0,5,3,15,1,1,1,0
807,0,0.5,0,9.0,0,8,0.3,158.0,5,20,667,697,1284.0,17,13,2,0,1,1,0
1113,0,0.6,1,0.0,0,25,0.3,145.0,1,10,1047,1312,277.0,11,2,12,1,0,1,0
721,1,1.3,1,10.0,0,16,0.9,125.0,1,18,408,1862,1713.0,10,3,4,0,1,1,1
1188,1,1.5,1,0.0,0,54,0.3,198.0,6,2,1150,1469,485.0,12,7,7,0,1,0,0
1512,1,0.5,0,1.0,0,52,0.1,131.0,1,14,333,952,3002.0,6,5,7,0,0,1,2
805,1,0.7,0,0.0,0,64,0.1,97.0,4,14,641,704,418.0,11,6,17,0,1,1,0
918,0,0.9,1,1.0,0,8,0.1,123.0,7,5,653,671,1652.0,17,4,14,1,1,0,1
1320,0,0.5,1,7.0,0,48,0.2,168.0,5,16,103,1583,2893.0,8,5,9,0,0,1,2
1236,0,0.9,1,2.0,1,57,0.1,188.0,1,14,517,809,1406.0,14,12,20,1,0,1,0
1387,0,0.5,0,0.0,1,61,0.5,98.0,3,0,785,1151,629.0,5,3,11,1,1,0,0
1883,1,2.7,1,6.0,1,30,0.5,95.0,2,10,531,791,3724.0,16,15,20,1,1,1,3
839,0,2.0,1,0.0,0,14,0.4,175.0,7,3,564,1391,3835.0,15,8,11,1,0,0,3
1593,1,1.0,0,0.0,1,52,0.7,130.0,8,0,761,1336,1354.0,15,13,13,1,1,1,1
1722,1,1.0,0,7.0,0,25,0.8,88.0,6,19,1179,1638,2376.0,5,1,19,0,0,1,3
1954,0,0.6,1,8.0,0,7,0.9,126.0,3,9,673,690,3438.0,17,12,13,1,0,0,3
1788,1,0.5,1,15.0,1,2,0.3,150.0,6,20,472,1073,2655.0,12,2,4,1,0,1,2
1628,0,0.5,0,5.0,1,33,0.9,101.0,6,8,412,643,3361.0,16,10,13,1,0,0,3
1965,0,0.5,0,6.0,1,4,1.0,84.0,7,9,977,1660,3535.0,17,0,16,1,1,1,3
833,1,2.2,0,4.0,0,27,0.9,124.0,1,6,359,1395,2150.0,9,5,7,0,1,1,1
571,0,0.6,0,1.0,1,43,0.5,141.0,3,8,224,783,2587.0,7,5,18,1,0,0,1
1808,1,0.5,1,1.0,0,31,0.5,92.0,2,16,714,1208,2736.0,9,1,8,0,0,1,3
1860,0,0.5,1,2.0,1,55,0.7,83.0,6,3,195,799,676.0,15,0,4,1,0,1,0
1368,1,1.6,1,4.0,0,9,0.1,115.0,7,7,843,1145,2941.0,13,12,17,0,1,0,3
1161,0,1.3,1,0.0,1,21,0.6,126.0,8,12,308,1169,3336.0,6,4,14,1,0,1,3
1224,1,1.6,0,9.0,0,33,1.0,157.0,1,18,522,563,3796.0,10,5,13,1,1,0,3
902,1,0.6,1,0.0,0,63,0.7,122.0,5,14,364,1360,3654.0,18,8,15,0,1,1,3
787,1,0.5,0,15.0,0,11,0.6,93.0,1,16,806,1423,2934.0,8,6,14,1,0,1,2
854,0,0.5,0,2.0,0,30,0.5,125.0,8,5,518,1152,2889.0,5,2,11,0,0,1,2
1184,0,1.5,1,1.0,1,48,0.6,191.0,1,6,519,1577,3315.0,17,7,14,1,1,1,3
1973,0,1.6,1,5.0,1,39,0.8,152.0,4,6,792,1181,1993.0,9,0,5,1,0,0,2
510,0,1.7,1,3.0,0,35,0.8,120.0,3,6,382,1228,2509.0,17,2,11,0,1,1,1
966,0,2.0,0,8.0,1,34,0.5,118.0,2,10,214,1523,3534.0,18,17,11,1,1,1,3
1438,1,1.8,0,3.0,0,16,0.6,169.0,8,7,859,867,2246.0,14,11,15,0,0,0,2
1986,0,0.5,0,7.0,0,51,0.4,95.0,3,9,342,774,3165.0,5,0,13,1,0,0,3
1907,0,2.0,0,13.0,0,55,0.9,105.0,7,15,713,1513,286.0,14,4,17,1,0,1,0
1489,0,2.4,1,8.0,0,32,0.6,200.0,1,16,172,812,776.0,7,6,8,0,0,0,0
1843,1,1.8,1,13.0,1,16,0.7,134.0,6,18,118,580,3213.0,15,14,15,1,1,0,3
825,1,1.5,0,11.0,0,38,0.4,94.0,3,18,540,783,716.0,11,4,14,0,1,0,0
1286,1,2.3,0,10.0,1,16,0.1,98.0,2,18,18,662,424.0,10,5,4,1,1,0,0
840,0,0.6,0,0.0,1,63,0.8,137.0,7,19,987,1081,3486.0,12,8,18,1,1,0,3
757,0,2.3,1,5.0,1,58,0.2,163.0,4,7,535,697,3237.0,19,12,9,1,0,1,2
814,1,1.1,1,2.0,0,41,0.8,177.0,2,10,1092,1406,1944.0,16,6,12,1,0,0,1
1195,1,1.1,1,2.0,1,8,0.9,80.0,6,6,327,1001,643.0,14,2,19,1,0,0,0
767,0,0.8,0,7.0,1,10,0.5,107.0,4,12,517,1995,2317.0,6,0,12,1,1,1,2
1068,0,1.3,0,6.0,1,52,0.1,97.0,8,7,994,1500,1436.0,16,1,15,1,0,0,1
994,1,2.8,1,0.0,0,56,0.5,173.0,3,3,491,530,3190.0,5,2,20,1,1,1,2
1550,1,2.5,0,6.0,0,21,0.8,133.0,2,11,268,832,2338.0,16,1,15,0,1,0,2
1878,1,0.5,0,9.0,0,29,0.6,85.0,8,19,210,1026,1334.0,18,7,2,0,0,0,1
623,0,2.0,0,2.0,0,6,0.1,127.0,3,4,144,672,3657.0,17,3,19,1,1,0,2
1829,1,0.5,0,0.0,1,15,0.4,160.0,5,7,729,1267,2080.0,16,11,12,1,0,1,2
525,0,2.4,1,11.0,0,35,0.8,190.0,7,20,82,670,1609.0,16,11,3,0,0,0,0
1065,1,0.5,0,0.0,1,14,0.7,89.0,2,2,188,928,3078.0,10,1,18,1,0,1,2
1425,0,1.2,0,9.0,1,35,0.7,127.0,8,14,150,1897,590.0,13,2,6,1,1,1,0
1296,0,1.4,1,3.0,0,11,0.2,129.0,7,4,1222,1382,2552.0,19,8,10,1,1,1,2
642,0,2.8,0,3.0,0,34,0.8,197.0,2,15,331,1011,3355.0,12,5,13,0,0,0,2
1664,1,2.9,1,9.0,1,15,0.5,177.0,7,19,1178,1929,1968.0,12,7,9,1,0,0,2
1498,1,0.7,0,3.0,1,8,0.1,170.0,7,4,347,1076,3358.0,7,3,19,1,0,0,3
981,1,1.9,1,0.0,0,2,0.1,136.0,3,7,75,688,1539.0,19,12,19,0,0,0,0
1236,1,2.8,0,6.0,1,32,0.3,143.0,4,18,492,1403,942.0,16,12,14,1,1,1,0
1673,0,2.8,1,7.0,0,9,0.1,187.0,3,10,65,734,3669.0,9,1,10,1,0,1,3
712,1,1.6,0,6.0,1,9,0.8,172.0,2,14,881,1234,3612.0,13,5,4,1,0,0,3
569,1,0.5,1,10.0,1,4,0.8,170.0,3,19,351,1159,2351.0,8,7,10,1,1,0,1
603,1,0.7,1,0.0,1,64,0.2,156.0,6,0,1842,1968,604.0,10,4,8,1,1,1,0
1332,0,0.8,1,2.0,0,11,0.5,187.0,2,4,758,1165,1285.0,5,0,9,1,1,0,1
1413,0,0.6,0,0.0,1,13,0.1,128.0,1,0,1323,1481,515.0,5,0,18,1,1,0,0
1064,0,2.9,1,1.0,1,34,0.2,184.0,6,13,1175,1569,654.0,16,13,6,1,0,0,0
1444,0,0.6,0,2.0,0,48,0.5,82.0,5,17,1092,1554,2540.0,17,2,15,1,1,1,3
1366,1,1.7,1,5.0,1,53,0.2,161.0,5,9,647,1876,3869.0,17,5,14,1,0,1,3
906,0,2.1,1,7.0,0,18,0.1,136.0,2,11,1102,1793,3412.0,13,8,16,1,0,0,3
1554,0,2.7,1,3.0,1,47,0.7,185.0,5,12,319,1367,509.0,12,3,19,1,0,0,0
1187,0,2.3,0,0.0,1,21,0.2,122.0,6,6,215,1125,2547.0,10,3,5,1,1,0,2
1156,1,2.7,1,1.0,1,30,0.9,173.0,3,16,945,1913,2735.0,16,15,13,1,0,1,2
1918,0,2.8,0,1.0,0,22,0.3,139.0,1,5,381,1203,1369.0,9,6,6,0,1,1,1
841,1,0.5,1,8.0,0,39,0.1,199.0,6,13,546,828,2942.0,11,5,16,0,1,1,2
730,1,1.3,1,6.0,0,6,0.9,167.0,7,10,1096,1155,2812.0,10,1,17,0,0,0,2
878,1,1.3,0,13.0,1,31,0.5,153.0,4,18,575,618,3497.0,9,7,11,1,1,0,2
1059,0,0.5,1,0.0,0,50,0.7,182.0,8,1,519,1545,619.0,5,3,18,0,1,1,0
1578,0,2.9,0,8.0,0,3,0.9,200.0,1,20,342,670,3483.0,17,4,16,1,0,0,3
1829,0,1.7,0,0.0,0,36,0.8,112.0,5,1,291,563,1475.0,11,4,7,0,0,0,1
1132,0,1.0,0,0.0,0,8,0.1,157.0,1,4,1091,1293,1950.0,11,2,6,0,1,1,1
1652,0,0.6,1,4.0,1,40,1.0,198.0,7,6,352,1084,3592.0,7,6,6,1,0,0,3
912,0,0.5,1,0.0,0,58,0.3,107.0,5,1,165,1723,3573.0,17,3,20,1,1,0,3
1181,0,2.3,0,12.0,1,61,0.6,116.0,2,16,385,831,2020.0,6,0,18,1,1,0,1
1497,1,0.7,0,5.0,0,32,0.7,92.0,3,9,1920,1933,1329.0,6,1,7,1,1,0,2
1790,1,2.3,1,3.0,1,49,0.5,100.0,3,11,396,1980,3568.0,6,2,18,1,0,1,3
1742,1,1.6,0,3.0,0,49,0.8,100.0,1,9,1134,1469,1947.0,5,4,6,1,0,1,2
1549,1,0.5,0,4.0,0,8,0.4,158.0,5,7,721,1514,1998.0,12,7,15,1,1,0,2
1372,1,2.7,0,7.0,0,34,0.4,193.0,4,17,687,937,725.0,11,3,20,1,0,0,0
1112,0,0.5,0,0.0,1,12,0.9,190.0,4,6,777,1119,3302.0,11,0,20,1,1,1,3
1005,0,0.5,0,0.0,0,46,0.4,133.0,8,17,176,1556,3884.0,17,0,20,0,1,1,3
783,1,1.7,1,9.0,1,27,0.3,150.0,6,11,458,1263,1185.0,15,4,6,1,1,1,0
1698,0,2.5,0,10.0,1,26,0.4,105.0,2,18,485,1819,1656.0,5,3,17,1,0,1,2
899,1,2.7,0,3.0,1,53,0.3,192.0,4,11,641,1638,2870.0,19,16,10,1,0,1,2
1062,0,1.5,0,3.0,0,45,0.2,151.0,3,4,798,1435,911.0,14,2,9,0,0,0,0
989,1,2.0,0,4.0,0,17,0.2,166.0,3,19,256,1394,3892.0,18,7,19,1,1,0,3
1983,1,1.2,1,6.0,1,27,0.6,125.0,1,11,370,1197,3897.0,12,10,10,1,1,1,3
1800,1,3.0,0,5.0,0,53,0.3,87.0,1,12,191,1108,656.0,14,10,18,0,0,1,0
1254,0,1.7,0,0.0,1,45,0.4,146.0,3,3,1571,1956,606.0,7,2,2,1,1,1,1
868,0,1.7,0,0.0,0,30,0.8,83.0,4,0,276,1026,1653.0,11,7,17,1,0,0,1
1205,0,0.5,1,3.0,0,12,0.6,175.0,4,6,573,614,860.0,14,1,14,1,0,1,0
1284,1,2.8,1,0.0,0,10,0.9,155.0,2,14,160,516,2197.0,16,2,9,0,1,1,1
626,0,0.7,1,2.0,1,23,0.5,187.0,2,9,90,1334,3458.0,7,5,11,1,0,1,2
1763,0,2.9,1,1.0,1,53,0.2,101.0,4,20,138,806,2066.0,12,9,17,1,1,1,1
694,1,1.8,1,15.0,0,36,0.4,193.0,4,20,983,1230,3676.0,12,8,5,1,0,1,3
1265,0,0.6,1,4.0,1,49,0.5,90.0,1,5,275,687,1518.0,16,11,8,1,0,1,1
816,1,0.5,0,4.0,0,14,0.9,198.0,3,13,149,558,1018.0,17,10,15,1,0,0,0
904,0,1.8,0,3.0,1,35,0.4,168.0,3,4,42,507,1360.0,15,12,11,1,0,0,0
979,0,0.5,1,0.0,1,5,0.5,164.0,7,2,793,1670,3449.0,5,2,14,1,0,0,3
1531,0,2.0,0,0.0,1,60,0.4,162.0,6,1,625,765,2524.0,13,11,7,1,0,0,2
934,0,2.0,1,2.0,0,30,0.7,182.0,8,15,521,1190,703.0,10,8,7,0,0,1,0
1624,1,2.6,1,0.0,0,58,1.0,200.0,3,11,1530,1744,1251.0,13,4,18,0,1,1,1
874,0,1.3,0,5.0,0,8,0.5,185.0,1,20,442,1248,582.0,6,4,15,0,0,0,0
1027,1,2.2,0,0.0,0,63,0.8,102.0,5,4,152,714,1732.0,8,5,13,0,1,1,1
1966,0,0.8,1,15.0,1,48,0.2,144.0,1,16,1242,1973,1252.0,6,4,19,1,1,1,2
1048,1,1.5,0,2.0,1,29,1.0,182.0,1,4,29,1670,2146.0,11,10,2,1,0,0,1
1496,1,1.9,1,13.0,0,38,0.1,126.0,4,14,501,506,1927.0,17,4,6,0,0,1,1
959,1,1.7,0,15.0,0,13,0.4,155.0,4,16,87,736,3328.0,10,9,10,1,1,1,2
1349,1,2.2,1,5.0,0,55,0.1,105.0,7,7,648,1019,2462.0,15,7,17,1,0,1,2
1689,1,2.4,1,0.0,1,13,0.9,168.0,2,9,521,674,1172.0,12,11,17,1,1,1,0
1558,1,2.4,0,0.0,1,27,0.1,146.0,1,1,120,1409,3598.0,9,2,12,1,0,1,3
582,0,0.5,1,3.0,0,27,0.2,168.0,3,10,985,1420,2437.0,19,2,2,1,1,1,2
1485,0,2.8,0,3.0,1,44,0.1,138.0,4,14,341,774,3271.0,14,12,8,1,1,0,3
1991,1,1.8,0,11.0,0,9,0.7,94.0,3,12,751,1377,1511.0,17,8,9,0,0,0,1
553,0,0.5,1,2.0,1,23,0.5,119.0,3,3,993,1517,2981.0,7,3,14,1,0,0,2
1231,0,0.7,1,2.0,0,7,0.9,113.0,1,7,43,1663,3119.0,9,4,15,1,1,0,3
805,0,0.8,0,1.0,0,34,0.6,88.0,6,2,1262,1538,3647.0,18,11,9,1,0,1,3
764,1,1.2,1,1.0,0,13,1.0,152.0,8,2,361,511,3148.0,18,7,6,1,1,0,2
894,0,0.9,0,5.0,1,54,0.2,130.0,3,15,104,541,2829.0,11,5,13,1,0,1,2
1589,0,2.6,0,9.0,0,46,0.4,84.0,3,16,618,940,2373.0,11,9,20,1,1,0,2
1456,0,1.6,1,9.0,1,39,0.1,80.0,8,10,815,1666,3998.0,6,3,13,1,1,0,3
743,0,0.5,1,0.0,1,33,0.3,95.0,2,1,1587,1659,316.0,19,10,4,1,0,0,0
1061,1,2.1,0,3.0,1,52,0.1,109.0,7,4,138,1330,999.0,16,12,9,1,1,0,0
1428,1,1.6,0,0.0,0,7,0.1,153.0,4,2,584,983,1808.0,12,8,13,0,1,0,1
674,1,2.8,1,0.0,1,8,0.2,93.0,3,0,750,772,589.0,18,6,4,1,1,0,0
832,0,1.1,0,0.0,1,46,0.3,93.0,6,0,820,1366,3317.0,8,0,19,1,1,0,3
1625,1,0.5,1,2.0,1,50,0.1,107.0,8,17,8,1219,670.0,16,3,8,1,0,0,0
907,0,1.4,1,3.0,0,42,0.2,151.0,1,16,171,507,584.0,11,9,6,1,0,0,0
1631,0,0.5,0,2.0,1,13,0.5,166.0,2,16,960,1735,2173.0,12,3,8,1,1,0,2
1584,1,1.3,0,6.0,0,41,0.6,135.0,4,15,160,1291,1561.0,10,5,17,0,0,1,1
1382,1,0.5,0,7.0,1,13,0.3,199.0,2,18,612,719,2073.0,16,7,9,1,0,1,1
633,1,1.4,0,0.0,1,46,0.7,102.0,6,10,709,1915,1401.0,19,14,11,1,1,0,1
1444,1,2.1,0,9.0,0,38,0.4,104.0,7,16,624,917,3764.0,14,9,10,0,0,0,3
852,1,1.6,1,6.0,1,54,0.4,147.0,5,7,538,730,1275.0,13,7,12,1,0,1,0
922,1,0.7,0,0.0,1,47,1.0,157.0,8,14,1295,1808,1464.0,17,4,12,1,0,1,1
1745,0,1.5,1,4.0,1,57,0.1,159.0,3,16,1164,1908,2885.0,13,11,5,1,1,1,3
862,0,2.3,0,9.0,1,6,0.1,107.0,8,14,829,1977,3458.0,9,4,9,1,1,1,3
1754,1,2.1,1,1.0,1,52,1.0,101.0,4,3,199,1452,3019.0,11,6,19,1,0,1,3
1008,0,2.5,0,3.0,0,36,1.0,109.0,1,14,825,1972,1083.0,6,4,6,0,0,0,1
1569,0,0.5,1,3.0,0,33,0.2,147.0,1,13,519,930,3538.0,18,1,15,1,0,1,3
1596,0,2.9,1,7.0,0,7,0.7,149.0,2,9,169,1190,2493.0,14,12,13,1,1,1,2
1807,1,0.5,1,2.0,1,61,0.1,134.0,6,6,1734,1968,3726.0,8,5,15,1,0,0,3
1660,0,2.8,1,4.0,0,7,0.8,184.0,1,6,76,1165,1531.0,12,0,7,0,0,0,1
1861,1,0.9,0,4.0,1,55,0.5,148.0,7,8,1698,1877,601.0,7,5,4,1,0,0,1
648,0,1.9,1,4.0,0,8,1.0,91.0,5,19,819,1997,2991.0,8,7,4,0,0,1,2
1379,0,0.5,1,1.0,0,19,0.3,134.0,8,17,387,671,3912.0,11,2,19,0,1,1,3
1910,1,1.7,0,0.0,0,34,0.6,115.0,2,0,985,1284,309.0,8,4,10,0,0,1,0
1807,0,2.0,1,0.0,1,13,0.5,155.0,8,0,970,974,323.0,9,3,3,1,1,1,0
1923,0,0.5,1,7.0,0,46,0.5,191.0,1,10,767,1759,1489.0,10,9,3,1,1,1,1
1345,1,3.0,0,7.0,1,38,0.1,162.0,3,11,512,1465,1322.0,9,2,15,1,0,0,1
904,0,1.6,1,5.0,1,14,0.2,102.0,8,9,56,760,1846.0,7,0,3,1,0,1,1
1239,0,1.2,1,5.0,1,52,0.9,122.0,2,10,590,661,417.0,8,0,6,1,0,1,0
1330,0,0.9,0,6.0,1,52,0.8,84.0,4,12,462,1304,3269.0,19,6,8,1,1,0,3
516,1,0.7,1,1.0,0,30,0.9,138.0,1,12,126,698,3731.0,17,13,15,0,0,0,2
672,1,0.5,1,0.0,0,54,0.9,95.0,4,11,578,1143,667.0,17,8,14,0,0,0,0
892,1,0.5,0,0.0,1,47,0.4,94.0,1,18,655,1782,1241.0,12,3,9,1,0,1,1
1778,0,0.5,0,0.0,1,23,0.5,101.0,6,11,1028,1445,3941.0,19,6,13,1,0,0,3
1130,1,2.5,0,4.0,1,58,0.1,132.0,5,14,88,1261,1018.0,17,1,16,1,0,0,0
1359,0,0.6,0,4.0,0,59,0.3,86.0,2,6,1692,1902,3142.0,19,3,17,0,1,1,3
1866,1,2.5,1,3.0,1,47,0.8,89.0,5,9,358,1782,1444.0,7,4,20,1,0,0,1
1597,0,2.3,0,11.0,0,34,0.4,89.0,1,14,64,1667,934.0,16,10,9,0,1,0,0
1046,1,2.8,1,0.0,1,58,0.2,100.0,8,0,259,1040,3863.0,17,12,9,1,1,1,3
1035,0,0.6,1,2.0,1,44,0.5,99.0,3,3,236,1960,3506.0,14,5,12,1,1,0,3
1175,1,1.3,0,2.0,0,19,0.3,164.0,7,9,873,1394,1944.0,9,4,9,1,1,0,1
1261,1,0.5,1,0.0,1,11,0.2,90.0,4,0,858,1591,348.0,14,9,14,1,0,1,0
1068,0,0.7,1,9.0,0,51,0.5,124.0,4,15,1405,1910,550.0,12,8,6,1,1,0,0
1713,0,3.0,1,5.0,1,20,0.9,104.0,7,17,237,890,971.0,11,10,10,1,0,0,0
1688,0,2.5,0,0.0,1,21,0.2,170.0,7,0,650,864,3984.0,17,14,8,1,1,1,3
1413,1,0.5,1,4.0,1,45,0.4,104.0,5,6,1949,1994,2973.0,17,8,15,1,0,1,3
559,1,0.5,0,10.0,0,11,0.4,82.0,5,14,541,823,2019.0,10,4,16,1,1,1,1
1483,1,2.6,1,13.0,0,19,0.6,146.0,7,19,361,1552,1587.0,9,4,19,0,0,0,1
860,1,1.6,1,13.0,0,48,0.5,187.0,7,18,335,1463,1870.0,17,2,18,1,0,0,1
1090,0,1.3,1,5.0,0,27,0.1,91.0,4,16,1638,1910,1352.0,5,1,11,0,1,0,1
686,1,0.5,0,11.0,0,3,0.3,91.0,6,15,1109,1392,570.0,7,6,19,0,1,0,0
818,0,1.3,0,14.0,0,43,0.9,177.0,6,15,111,510,546.0,12,6,7,1,1,1,0
1456,0,1.6,1,5.0,0,49,0.2,193.0,3,20,1285,1427,3624.0,12,11,16,1,1,0,3
774,0,0.5,1,2.0,1,10,0.5,188.0,2,9,1480,1731,2944.0,8,6,2,1,1,1,2
1068,0,0.5,1,0.0,1,19,0.9,197.0,8,9,322,875,1209.0,19,12,12,1,1,0,0
1373,1,1.9,1,1.0,1,29,0.9,141.0,6,12,1220,1348,2752.0,15,2,7,1,1,1,3
1777,1,3.0,0,3.0,0,20,0.6,188.0,6,5,511,616,3868.0,5,1,7,0,1,1,3
594,0,0.8,0,2.0,1,28,0.1,132.0,5,3,1011,1263,3087.0,16,4,4,1,1,1,2
1524,0,2.6,1,5.0,0,57,0.5,124.0,2,12,629,635,947.0,11,4,16,0,1,1,0
511,1,0.6,1,12.0,0,50,0.1,175.0,3,16,140,622,1484.0,9,7,8,1,0,0,0
1402,1,0.6,1,3.0,0,46,0.3,87.0,7,12,1081,1767,347.0,17,0,12,1,0,1,0
965,1,0.5,0,15.0,0,53,1.0,131.0,8,19,297,653,3227.0,12,6,8,1,0,0,2
1270,1,2.3,0,0.0,0,58,0.5,104.0,5,1,1512,1716,3299.0,13,4,16,0,0,1,3
919,0,0.5,1,11.0,0,13,0.3,159.0,1,15,275,570,1028.0,8,4,17,1,0,0,0
1963,1,1.0,0,16.0,1,34,0.1,157.0,2,17,1136,1813,714.0,18,2,2,1,0,1,1
1977,0,1.3,1,2.0,0,31,0.4,173.0,8,6,1145,1356,2641.0,8,2,7,0,0,0,3
1881,0,2.2,0,4.0,0,51,0.3,158.0,5,7,477,1553,1229.0,12,0,14,1,0,0,1
683,0,0.7,0,5.0,0,19,0.9,173.0,4,17,954,1985,2622.0,16,3,5,0,0,1,2
772,0,2.6,1,7.0,0,6,0.1,100.0,2,10,741,1471,929.0,13,6,18,0,1,1,0
536,1,1.4,0,0.0,1,53,0.7,135.0,3,0,547,705,1211.0,15,10,7,1,0,1,0
1694,0,1.8,0,0.0,0,53,1.0,186.0,6,0,1194,1208,1653.0,7,5,6,1,0,0,2
1633,0,1.7,1,3.0,1,33,0.9,111.0,2,19,146,906,511.0,9,0,7,1,1,0,0
1371,0,0.5,0,4.0,0,52,0.5,167.0,4,19,471,663,3034.0,13,6,8,0,0,0,2
551,1,2.8,0,0.0,1,54,0.1,172.0,7,15,169,1916,1414.0,6,1,19,1,0,1,0
1221,0,0.5,0,1.0,1,28,0.5,139.0,1,7,1895,1976,2438.0,13,11,10,1,1,1,3
1000,1,0.5,0,12.0,0,63,0.7,179.0,8,18,1537,1761,3744.0,11,1,7,0,0,1,3
1986,0,2.7,1,3.0,1,64,0.2,162.0,4,20,236,1520,1377.0,5,3,15,1,1,1,1
1119,0,0.5,1,0.0,1,23,0.4,164.0,4,1,821,915,3520.0,7,4,7,1,0,0,3
1699,0,0.5,1,1.0,0,59,0.5,97.0,4,3,466,1768,3796.0,17,10,12,0,1,1,3
1099,0,0.5,0,13.0,1,61,0.3,146.0,3,20,393,1096,1699.0,17,10,3,1,1,1,1
